Uniprot.accession,Gene.symbol,Description,tissue,Variable,Value,transporter,mito,meta,edge,rhea,reactome,TCDB,edge_type,Outlier
Q9WUH7,SEMA4G,Semaphorin-4G OS=Mus musculus OX=10090 GN=Sema4g PE=1 SV=1,liver,5-Aminovaleric acid,0.0203,no,no,no,SEMA4G_5-Aminovaleric acid,NA,NA,NA,newfound,Normal
P16125,LDHB,L-lactate dehydrogenase B chain OS=Mus musculus OX=10090 GN=Ldhb PE=1 SV=2,liver,5-Aminovaleric acid,0.00216,no,yes,yes,LDHB_5-Aminovaleric acid,NA,NA,NA,newfound,Normal
Q8VBV3,EXOSC2,Exosome complex component RRP4 OS=Mus musculus OX=10090 GN=Exosc2 PE=1 SV=1,liver,5-Aminovaleric acid,-0.0125,no,no,no,EXOSC2_5-Aminovaleric acid,NA,NA,NA,newfound,Normal
P70671,IRF3,Interferon regulatory factor 3 OS=Mus musculus OX=10090 GN=Irf3 PE=1 SV=1,liver,5-Aminovaleric acid,-0.0805,no,no,no,IRF3_5-Aminovaleric acid,NA,NA,NA,newfound,Normal
O70579,SLC25A17,Peroxisomal membrane protein PMP34 OS=Mus musculus OX=10090 GN=Slc25a17 PE=1 SV=1,liver,5-Aminovaleric acid,0.00544,yes,no,no,SLC25A17_5-Aminovaleric acid,NA,NA,NA,newfound,Normal
P41233,ABCA1,Phospholipid-transporting ATPase ABCA1 OS=Mus musculus OX=10090 GN=Abca1 PE=1 SV=4,liver,5-Aminovaleric acid,-0.203691457,yes,no,no,ABCA1_5-Aminovaleric acid,NA,NA,NA,newfound,Normal
Q68FF9,SRD5A1,3-oxo-5-alpha-steroid 4-dehydrogenase 1 OS=Mus musculus OX=10090 GN=Srd5a1 PE=2 SV=2,liver,5-Aminovaleric acid,0.00674,no,no,yes,SRD5A1_5-Aminovaleric acid,NA,NA,NA,newfound,Normal
P18572,BSG,Basigin OS=Mus musculus OX=10090 GN=Bsg PE=1 SV=2,liver,5-Aminovaleric acid,-0.0535,yes,no,no,BSG_5-Aminovaleric acid,NA,NA,NA,newfound,Normal
Q9CXK8,NIP7,60S ribosome subunit biogenesis protein NIP7 homolog OS=Mus musculus OX=10090 GN=Nip7 PE=1 SV=1,liver,5-Aminovaleric acid,-0.0358,no,no,no,NIP7_5-Aminovaleric acid,NA,NA,NA,newfound,Normal
O88876,DHRS3,Short-chain dehydrogenase/reductase 3 OS=Mus musculus OX=10090 GN=Dhrs3 PE=1 SV=2,liver,L-Dihydroorotic acid,-0.0312,no,no,yes,DHRS3_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
Q80TL7-2,MON2,Isoform 2 of Protein MON2 homolog OS=Mus musculus OX=10090 GN=Mon2,liver,L-Dihydroorotic acid,0.00129,no,no,no,MON2_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
Q6ZWV7,RPL35,60S ribosomal protein L35 OS=Mus musculus OX=10090 GN=Rpl35 PE=1 SV=1,liver,L-Dihydroorotic acid,0.0977,no,no,no,RPL35_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
P62715,PPP2CB,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Mus musculus OX=10090 GN=Ppp2cb PE=1 SV=1,liver,L-Dihydroorotic acid,-0.0139,no,no,no,PPP2CB_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
P32507-2,NECTIN2,Isoform Alpha of Nectin-2 OS=Mus musculus OX=10090 GN=Nectin2,liver,L-Dihydroorotic acid,0.00604,no,no,no,NECTIN2_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
Q9QXY9,PEX3,Peroxisomal biogenesis factor 3 OS=Mus musculus OX=10090 GN=Pex3 PE=1 SV=1,liver,L-Dihydroorotic acid,-0.0276,yes,no,no,PEX3_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
P62257,UBE2H,Ubiquitin-conjugating enzyme E2 H OS=Mus musculus OX=10090 GN=Ube2h PE=1 SV=1,liver,L-Dihydroorotic acid,-0.0318,no,no,no,UBE2H_L-Dihydroorotic acid,NA,NA,NA,newfound,Normal
Q9WUM3,CORO1B,Coronin-1B OS=Mus musculus OX=10090 GN=Coro1b PE=1 SV=1,liver,Thymidine,0.133695569,no,no,no,CORO1B_Thymidine,NA,NA,NA,newfound,Normal
Q99N42,TYMP,Thymidine phosphorylase OS=Mus musculus OX=10090 GN=Tymp PE=2 SV=1,liver,Thymidine,-1.055457831,no,no,yes,TYMP_Thymidine,RHEA:16037,R-HSA-73614;R-MMU-73614,NA,established,Extreme Outlier
P10852-2,SLC3A2,Isoform 2 of 4F2 cell-surface antigen heavy chain OS=Mus musculus OX=10090 GN=Slc3a2,liver,Thymidine,0.474530308,yes,no,no,SLC3A2_Thymidine,NA,NA,NA,newfound,Extreme Outlier
P60334,CDO1,Cysteine dioxygenase type 1 OS=Mus musculus OX=10090 GN=Cdo1 PE=1 SV=1,liver,L-Norvaline,0.00579,no,no,yes,CDO1_L-Norvaline,NA,NA,NA,newfound,Normal
Q8QZR1,TAT,Tyrosine aminotransferase OS=Mus musculus OX=10090 GN=Tat PE=1 SV=1,liver,L-Norvaline,0.136372949,no,no,yes,TAT_L-Norvaline,NA,NA,NA,newfound,Normal
Q8R0P4,AAMDC,Mth938 domain-containing protein OS=Mus musculus OX=10090 GN=Aamdc PE=1 SV=1,liver,L-Norvaline,0.0204,no,no,no,AAMDC_L-Norvaline,NA,NA,NA,newfound,Normal
A3KGB4,TBC1D8B,TBC1 domain family member 8B OS=Mus musculus OX=10090 GN=Tbc1d8b PE=1 SV=1,liver,L-Norvaline,-0.00917,no,no,no,TBC1D8B_L-Norvaline,NA,NA,NA,newfound,Normal
Q9JK42,PDK2,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial OS=Mus musculus OX=10090 GN=Pdk2 PE=1 SV=2",liver,L-Norvaline,-0.0147,no,yes,yes,PDK2_L-Norvaline,NA,NA,NA,newfound,Normal
Q6PAM1,TXLNA,Alpha-taxilin OS=Mus musculus OX=10090 GN=Txlna PE=1 SV=1,liver,L-Norvaline,-0.0238,no,no,no,TXLNA_L-Norvaline,NA,NA,NA,newfound,Normal
A0A0G2JFT6,UOX,Uricase (Fragment) OS=Mus musculus OX=10090 GN=Uox PE=1 SV=1,liver,L-Norvaline,1.81e-4,no,no,yes,UOX_L-Norvaline,NA,NA,NA,newfound,Normal
Q9D753,EXOSC8,Exosome complex component RRP43 OS=Mus musculus OX=10090 GN=Exosc8 PE=1 SV=1,liver,L-Norvaline,-0.0479,no,no,no,EXOSC8_L-Norvaline,NA,NA,NA,newfound,Normal
Q61153,DIO1,Type I iodothyronine deiodinase OS=Mus musculus OX=10090 GN=Dio1 PE=1 SV=3,liver,L-Norvaline,-0.0242,no,no,no,DIO1_L-Norvaline,NA,NA,NA,newfound,Normal
Q9EPL9,ACOX3,Peroxisomal acyl-coenzyme A oxidase 3 OS=Mus musculus OX=10090 GN=Acox3 PE=1 SV=2,liver,L-Norvaline,0.116237334,no,no,yes,ACOX3_L-Norvaline,NA,NA,NA,newfound,Normal
Q9QXZ6,SLCO1A1,Solute carrier organic anion transporter family member 1A1 OS=Mus musculus OX=10090 GN=Slco1a1 PE=1 SV=1,liver,L-Norvaline,0.00643,no,no,no,SLCO1A1_L-Norvaline,NA,NA,NA,newfound,Normal
Q06770,SERPINA6,Corticosteroid-binding globulin OS=Mus musculus OX=10090 GN=Serpina6 PE=1 SV=1,liver,L-Norvaline,0.00387,no,no,no,SERPINA6_L-Norvaline,NA,NA,NA,newfound,Normal
Q91WT9,CBS,Cystathionine beta-synthase OS=Mus musculus OX=10090 GN=Cbs PE=1 SV=3,liver,L-Norvaline,0.103613246,no,no,yes,CBS_L-Norvaline,NA,NA,NA,newfound,Normal
Q9Z2V4,PCK1,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP] OS=Mus musculus OX=10090 GN=Pck1 PE=1 SV=1",liver,L-Norvaline,0.0515,no,no,yes,PCK1_L-Norvaline,NA,NA,NA,newfound,Normal
O35386,PHYH,"Phytanoyl-CoA dioxygenase, peroxisomal OS=Mus musculus OX=10090 GN=Phyh PE=1 SV=1",liver,L-Norvaline,0.0141,no,yes,yes,PHYH_L-Norvaline,NA,NA,NA,newfound,Normal
P70279,SURF6,Surfeit locus protein 6 OS=Mus musculus OX=10090 GN=Surf6 PE=1 SV=1,liver,L-Norvaline,-0.0554,no,no,no,SURF6_L-Norvaline,NA,NA,NA,newfound,Normal
Q9WVT6,CA14,Carbonic anhydrase 14 OS=Mus musculus OX=10090 GN=Ca14 PE=1 SV=1,liver,L-Norvaline,0.0357,no,no,no,CA14_L-Norvaline,NA,NA,NA,newfound,Normal
P11152,LPL,Lipoprotein lipase OS=Mus musculus OX=10090 GN=Lpl PE=1 SV=3,liver,L-Norvaline,0.00309,no,no,yes,LPL_L-Norvaline,NA,NA,NA,newfound,Normal
Q9JHI7,EXOSC9,Exosome complex component RRP45 OS=Mus musculus OX=10090 GN=Exosc9 PE=1 SV=1,liver,L-Norvaline,-0.116230021,no,no,no,EXOSC9_L-Norvaline,NA,NA,NA,newfound,Normal
Q80XN0,BDH1,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Bdh1 PE=1 SV=2",liver,L-Norvaline,-0.0285,no,yes,yes,BDH1_L-Norvaline,NA,NA,NA,newfound,Normal
P24270,CAT,Catalase OS=Mus musculus OX=10090 GN=Cat PE=1 SV=4,liver,L-Norvaline,0.00846,no,yes,yes,CAT_L-Norvaline,NA,NA,NA,newfound,Normal
Q5RIM6,NCOR1,Nuclear receptor corepressor 1 OS=Mus musculus OX=10090 GN=Ncor1 PE=1 SV=1,liver,L-Norvaline,-0.10665576,no,no,no,NCOR1_L-Norvaline,NA,NA,NA,newfound,Normal
O35710,NOCT,Nocturnin OS=Mus musculus OX=10090 GN=Noct PE=1 SV=3,liver,L-Norvaline,0.0205,no,yes,no,NOCT_L-Norvaline,NA,NA,NA,newfound,Normal
Q3UHX0,NOL8,Nucleolar protein 8 OS=Mus musculus OX=10090 GN=Nol8 PE=1 SV=2,liver,L-Norvaline,-0.0438,no,no,no,NOL8_L-Norvaline,NA,NA,NA,newfound,Normal
Q9CZG3,COMMD8,COMM domain-containing protein 8 OS=Mus musculus OX=10090 GN=Commd8 PE=1 SV=1,liver,L-Norvaline,0.158522568,no,no,no,COMMD8_L-Norvaline,NA,NA,NA,newfound,Normal
Q9WUH7,SEMA4G,Semaphorin-4G OS=Mus musculus OX=10090 GN=Sema4g PE=1 SV=1,liver,L-Norvaline,0.0207,no,no,no,SEMA4G_L-Norvaline,NA,NA,NA,newfound,Normal
P16125,LDHB,L-lactate dehydrogenase B chain OS=Mus musculus OX=10090 GN=Ldhb PE=1 SV=2,liver,L-Norvaline,0.00547,no,yes,yes,LDHB_L-Norvaline,NA,NA,NA,newfound,Normal
Q8VBV3,EXOSC2,Exosome complex component RRP4 OS=Mus musculus OX=10090 GN=Exosc2 PE=1 SV=1,liver,L-Norvaline,-0.00184,no,no,no,EXOSC2_L-Norvaline,NA,NA,NA,newfound,Normal
P70671,IRF3,Interferon regulatory factor 3 OS=Mus musculus OX=10090 GN=Irf3 PE=1 SV=1,liver,L-Norvaline,-0.0881,no,no,no,IRF3_L-Norvaline,NA,NA,NA,newfound,Normal
Q91VU1,YIPF1,Protein YIPF1 OS=Mus musculus OX=10090 GN=Yipf1 PE=2 SV=1,liver,L-Norvaline,-0.00489,yes,no,no,YIPF1_L-Norvaline,NA,NA,NA,newfound,Normal
O70579,SLC25A17,Peroxisomal membrane protein PMP34 OS=Mus musculus OX=10090 GN=Slc25a17 PE=1 SV=1,liver,L-Norvaline,0.0163,yes,no,no,SLC25A17_L-Norvaline,NA,NA,NA,newfound,Normal
P41233,ABCA1,Phospholipid-transporting ATPase ABCA1 OS=Mus musculus OX=10090 GN=Abca1 PE=1 SV=4,liver,L-Norvaline,-0.200194633,yes,no,no,ABCA1_L-Norvaline,NA,NA,NA,newfound,Normal
Q68FF9,SRD5A1,3-oxo-5-alpha-steroid 4-dehydrogenase 1 OS=Mus musculus OX=10090 GN=Srd5a1 PE=2 SV=2,liver,L-Norvaline,0.00646,no,no,yes,SRD5A1_L-Norvaline,NA,NA,NA,newfound,Normal
P18572,BSG,Basigin OS=Mus musculus OX=10090 GN=Bsg PE=1 SV=2,liver,L-Norvaline,-0.0562,yes,no,no,BSG_L-Norvaline,NA,NA,NA,newfound,Normal
Q9CXK8,NIP7,60S ribosome subunit biogenesis protein NIP7 homolog OS=Mus musculus OX=10090 GN=Nip7 PE=1 SV=1,liver,L-Norvaline,-0.0469,no,no,no,NIP7_L-Norvaline,NA,NA,NA,newfound,Normal
A6ZI44,ALDOA,Fructose-bisphosphate aldolase OS=Mus musculus OX=10090 GN=Aldoa PE=1 SV=1,liver,Creatine,0.094,no,no,yes,ALDOA_Creatine,NA,NA,NA,newfound,Normal
Q9Z2A9,GGT5,Glutathione hydrolase 5 proenzyme OS=Mus musculus OX=10090 GN=Ggt5 PE=1 SV=2,liver,Creatine,0.0171,no,no,no,GGT5_Creatine,NA,NA,NA,newfound,Normal
P51660,HSD17B4,Peroxisomal multifunctional enzyme type 2 OS=Mus musculus OX=10090 GN=Hsd17b4 PE=1 SV=3,liver,Creatine,-0.0709,no,yes,yes,HSD17B4_Creatine,NA,NA,NA,newfound,Normal
P31001,DES,Desmin OS=Mus musculus OX=10090 GN=Des PE=1 SV=3,liver,Creatine,0.0314,no,no,no,DES_Creatine,NA,NA,NA,newfound,Normal
O35071,KIF1C,Kinesin-like protein KIF1C OS=Mus musculus OX=10090 GN=Kif1c PE=1 SV=2,liver,Creatine,-0.0898,no,no,no,KIF1C_Creatine,NA,NA,NA,newfound,Normal
Q8R326,PSPC1,Paraspeckle component 1 OS=Mus musculus OX=10090 GN=Pspc1 PE=1 SV=1,liver,Creatine,0.0376,no,no,no,PSPC1_Creatine,NA,NA,NA,newfound,Normal
Q08122-4,TLE3,Isoform 4 of Transducin-like enhancer protein 3 OS=Mus musculus OX=10090 GN=Tle3,liver,Creatine,0.0409,no,no,no,TLE3_Creatine,NA,NA,NA,newfound,Normal
Q9R0Y5-2,AK1,Isoform 2 of Adenylate kinase isoenzyme 1 OS=Mus musculus OX=10090 GN=Ak1,liver,Creatine,0.0842,no,no,yes,AK1_Creatine,NA,NA,NA,newfound,Normal
Q9Z0R9,FADS2,Acyl-CoA 6-desaturase OS=Mus musculus OX=10090 GN=Fads2 PE=1 SV=1,liver,Creatine,-0.0852,no,no,no,FADS2_Creatine,NA,NA,NA,newfound,Normal
Q9EPA7,NMNAT1,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 OS=Mus musculus OX=10090 GN=Nmnat1 PE=1 SV=2,liver,Creatine,-0.0272,no,no,yes,NMNAT1_Creatine,NA,NA,NA,newfound,Normal
P97447,FHL1,Four and a half LIM domains protein 1 OS=Mus musculus OX=10090 GN=Fhl1 PE=1 SV=3,liver,Creatine,0.170550874,no,no,no,FHL1_Creatine,NA,NA,NA,newfound,Normal
Q8R0W0,EPPK1,Epiplakin OS=Mus musculus OX=10090 GN=Eppk1 PE=1 SV=2,liver,Creatine,0.0157,no,no,no,EPPK1_Creatine,NA,NA,NA,newfound,Normal
Q9JI91,ACTN2,Alpha-actinin-2 OS=Mus musculus OX=10090 GN=Actn2 PE=1 SV=2,liver,Creatine,0.0846,yes,no,no,ACTN2_Creatine,NA,NA,NA,newfound,Normal
P60334,CDO1,Cysteine dioxygenase type 1 OS=Mus musculus OX=10090 GN=Cdo1 PE=1 SV=1,liver,L-Valine,0.00457,no,no,yes,CDO1_L-Valine,NA,NA,NA,newfound,Normal
Q8QZR1,TAT,Tyrosine aminotransferase OS=Mus musculus OX=10090 GN=Tat PE=1 SV=1,liver,L-Valine,0.137346533,no,no,yes,TAT_L-Valine,NA,NA,NA,newfound,Normal
Q8R0P4,AAMDC,Mth938 domain-containing protein OS=Mus musculus OX=10090 GN=Aamdc PE=1 SV=1,liver,L-Valine,0.0243,no,no,no,AAMDC_L-Valine,NA,NA,NA,newfound,Normal
A3KGB4,TBC1D8B,TBC1 domain family member 8B OS=Mus musculus OX=10090 GN=Tbc1d8b PE=1 SV=1,liver,L-Valine,-0.0148,no,no,no,TBC1D8B_L-Valine,NA,NA,NA,newfound,Normal
Q9JK42,PDK2,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial OS=Mus musculus OX=10090 GN=Pdk2 PE=1 SV=2",liver,L-Valine,-0.0127,no,yes,yes,PDK2_L-Valine,NA,NA,NA,newfound,Normal
Q6PAM1,TXLNA,Alpha-taxilin OS=Mus musculus OX=10090 GN=Txlna PE=1 SV=1,liver,L-Valine,-0.016,no,no,no,TXLNA_L-Valine,NA,NA,NA,newfound,Normal
A0A0G2JFT6,UOX,Uricase (Fragment) OS=Mus musculus OX=10090 GN=Uox PE=1 SV=1,liver,L-Valine,0.00093000000000000005,no,no,yes,UOX_L-Valine,NA,NA,NA,newfound,Normal
Q9D753,EXOSC8,Exosome complex component RRP43 OS=Mus musculus OX=10090 GN=Exosc8 PE=1 SV=1,liver,L-Valine,-0.041,no,no,no,EXOSC8_L-Valine,NA,NA,NA,newfound,Normal
Q61153,DIO1,Type I iodothyronine deiodinase OS=Mus musculus OX=10090 GN=Dio1 PE=1 SV=3,liver,L-Valine,-0.0273,no,no,no,DIO1_L-Valine,NA,NA,NA,newfound,Normal
Q9EPL9,ACOX3,Peroxisomal acyl-coenzyme A oxidase 3 OS=Mus musculus OX=10090 GN=Acox3 PE=1 SV=2,liver,L-Valine,0.124907171,no,no,yes,ACOX3_L-Valine,NA,NA,NA,newfound,Normal
Q9QXZ6,SLCO1A1,Solute carrier organic anion transporter family member 1A1 OS=Mus musculus OX=10090 GN=Slco1a1 PE=1 SV=1,liver,L-Valine,0.00726,no,no,no,SLCO1A1_L-Valine,NA,NA,NA,newfound,Normal
Q06770,SERPINA6,Corticosteroid-binding globulin OS=Mus musculus OX=10090 GN=Serpina6 PE=1 SV=1,liver,L-Valine,0.00335,no,no,no,SERPINA6_L-Valine,NA,NA,NA,newfound,Normal
Q91WT9,CBS,Cystathionine beta-synthase OS=Mus musculus OX=10090 GN=Cbs PE=1 SV=3,liver,L-Valine,0.0965,no,no,yes,CBS_L-Valine,NA,NA,NA,newfound,Normal
Q9Z2V4,PCK1,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP] OS=Mus musculus OX=10090 GN=Pck1 PE=1 SV=1",liver,L-Valine,0.0515,no,no,yes,PCK1_L-Valine,NA,NA,NA,newfound,Normal
O35386,PHYH,"Phytanoyl-CoA dioxygenase, peroxisomal OS=Mus musculus OX=10090 GN=Phyh PE=1 SV=1",liver,L-Valine,0.0143,no,yes,yes,PHYH_L-Valine,NA,NA,NA,newfound,Normal
P70279,SURF6,Surfeit locus protein 6 OS=Mus musculus OX=10090 GN=Surf6 PE=1 SV=1,liver,L-Valine,-0.0489,no,no,no,SURF6_L-Valine,NA,NA,NA,newfound,Normal
Q9WVT6,CA14,Carbonic anhydrase 14 OS=Mus musculus OX=10090 GN=Ca14 PE=1 SV=1,liver,L-Valine,0.039,no,no,no,CA14_L-Valine,NA,NA,NA,newfound,Normal
P11152,LPL,Lipoprotein lipase OS=Mus musculus OX=10090 GN=Lpl PE=1 SV=3,liver,L-Valine,8.86e-4,no,no,yes,LPL_L-Valine,NA,NA,NA,newfound,Normal
Q9JHI7,EXOSC9,Exosome complex component RRP45 OS=Mus musculus OX=10090 GN=Exosc9 PE=1 SV=1,liver,L-Valine,-0.124100592,no,no,no,EXOSC9_L-Valine,NA,NA,NA,newfound,Normal
Q80XN0,BDH1,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Bdh1 PE=1 SV=2",liver,L-Valine,-0.0352,no,yes,yes,BDH1_L-Valine,NA,NA,NA,newfound,Normal
P24270,CAT,Catalase OS=Mus musculus OX=10090 GN=Cat PE=1 SV=4,liver,L-Valine,0.00218,no,yes,yes,CAT_L-Valine,NA,NA,NA,newfound,Normal
Q5RIM6,NCOR1,Nuclear receptor corepressor 1 OS=Mus musculus OX=10090 GN=Ncor1 PE=1 SV=1,liver,L-Valine,-0.122591868,no,no,no,NCOR1_L-Valine,NA,NA,NA,newfound,Normal
O35710,NOCT,Nocturnin OS=Mus musculus OX=10090 GN=Noct PE=1 SV=3,liver,L-Valine,0.0227,no,yes,no,NOCT_L-Valine,NA,NA,NA,newfound,Normal
Q3UHX0,NOL8,Nucleolar protein 8 OS=Mus musculus OX=10090 GN=Nol8 PE=1 SV=2,liver,L-Valine,-0.0312,no,no,no,NOL8_L-Valine,NA,NA,NA,newfound,Normal
Q9CZG3,COMMD8,COMM domain-containing protein 8 OS=Mus musculus OX=10090 GN=Commd8 PE=1 SV=1,liver,L-Valine,0.153850621,no,no,no,COMMD8_L-Valine,NA,NA,NA,newfound,Normal
Q9WUH7,SEMA4G,Semaphorin-4G OS=Mus musculus OX=10090 GN=Sema4g PE=1 SV=1,liver,L-Valine,0.0197,no,no,no,SEMA4G_L-Valine,NA,NA,NA,newfound,Normal
P16125,LDHB,L-lactate dehydrogenase B chain OS=Mus musculus OX=10090 GN=Ldhb PE=1 SV=2,liver,L-Valine,0.00302,no,yes,yes,LDHB_L-Valine,NA,NA,NA,newfound,Normal
P70671,IRF3,Interferon regulatory factor 3 OS=Mus musculus OX=10090 GN=Irf3 PE=1 SV=1,liver,L-Valine,-0.0827,no,no,no,IRF3_L-Valine,NA,NA,NA,newfound,Normal
Q91VU1,YIPF1,Protein YIPF1 OS=Mus musculus OX=10090 GN=Yipf1 PE=2 SV=1,liver,L-Valine,-0.0121,yes,no,no,YIPF1_L-Valine,NA,NA,NA,newfound,Normal
O70579,SLC25A17,Peroxisomal membrane protein PMP34 OS=Mus musculus OX=10090 GN=Slc25a17 PE=1 SV=1,liver,L-Valine,0.0134,yes,no,no,SLC25A17_L-Valine,NA,NA,NA,newfound,Normal
P41233,ABCA1,Phospholipid-transporting ATPase ABCA1 OS=Mus musculus OX=10090 GN=Abca1 PE=1 SV=4,liver,L-Valine,-0.203789579,yes,no,no,ABCA1_L-Valine,NA,NA,NA,newfound,Normal
Q68FF9,SRD5A1,3-oxo-5-alpha-steroid 4-dehydrogenase 1 OS=Mus musculus OX=10090 GN=Srd5a1 PE=2 SV=2,liver,L-Valine,0.00591,no,no,yes,SRD5A1_L-Valine,NA,NA,NA,newfound,Normal
P18572,BSG,Basigin OS=Mus musculus OX=10090 GN=Bsg PE=1 SV=2,liver,L-Valine,-0.0681,yes,no,no,BSG_L-Valine,NA,NA,NA,newfound,Normal
Q9CXK8,NIP7,60S ribosome subunit biogenesis protein NIP7 homolog OS=Mus musculus OX=10090 GN=Nip7 PE=1 SV=1,liver,L-Valine,-0.0467,no,no,no,NIP7_L-Valine,NA,NA,NA,newfound,Normal
Q7TMK9,SYNCRIP,Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus OX=10090 GN=Syncrip PE=1 SV=2,liver,Decanoyl-L-carnitine (C10),0.0739,no,no,no,SYNCRIP_Decanoyl-L-carnitine (C10),NA,NA,NA,newfound,Normal
P30416,FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Mus musculus OX=10090 GN=Fkbp4 PE=1 SV=5,liver,Decanoyl-L-carnitine (C10),-0.0117,no,no,yes,FKBP4_Decanoyl-L-carnitine (C10),NA,NA,NA,newfound,Normal
P97298,SERPINF1,Pigment epithelium-derived factor OS=Mus musculus OX=10090 GN=Serpinf1 PE=1 SV=2,liver,Decanoyl-L-carnitine (C10),-0.0672,no,no,no,SERPINF1_Decanoyl-L-carnitine (C10),NA,NA,NA,newfound,Normal
A2A5S3,STAU1,Double-stranded RNA-binding protein Staufen homolog 1 OS=Mus musculus OX=10090 GN=Stau1 PE=1 SV=1,liver,Decanoyl-L-carnitine (C10),-0.0772,no,no,no,STAU1_Decanoyl-L-carnitine (C10),NA,NA,NA,newfound,Normal
P97927,LAMA4,Laminin subunit alpha-4 OS=Mus musculus OX=10090 GN=Lama4 PE=1 SV=2,liver,Decanoyl-L-carnitine (C10),0.048,no,no,no,LAMA4_Decanoyl-L-carnitine (C10),NA,NA,NA,newfound,Normal
Q8BH15,CNOT10,CCR4-NOT transcription complex subunit 10 OS=Mus musculus OX=10090 GN=Cnot10 PE=1 SV=1,liver,Decanoyl-L-carnitine (C10),0.0204,no,no,no,CNOT10_Decanoyl-L-carnitine (C10),NA,NA,NA,newfound,Normal
Q8K114,INTS9,Integrator complex subunit 9 OS=Mus musculus OX=10090 GN=Ints9 PE=1 SV=1,liver,Decanoyl-L-carnitine (C10),0.267490647,no,no,no,INTS9_Decanoyl-L-carnitine (C10),NA,NA,NA,newfound,Normal
Q8CFE6,SLC38A2,Sodium-coupled neutral amino acid transporter 2 OS=Mus musculus OX=10090 GN=Slc38a2 PE=1 SV=1,liver,Decanoyl-L-carnitine (C10),0.101929404,yes,no,no,SLC38A2_Decanoyl-L-carnitine (C10),NA,NA,NA,newfound,Normal
Q9Z1P8,ANGPTL4,Angiopoietin-related protein 4 OS=Mus musculus OX=10090 GN=Angptl4 PE=1 SV=1,liver,Decanoyl-L-carnitine (C10),0.0236,no,no,no,ANGPTL4_Decanoyl-L-carnitine (C10),NA,NA,NA,newfound,Normal
P0DP27,CALM2,Calmodulin-2 OS=Mus musculus OX=10090 GN=Calm2 PE=1 SV=1,liver,Decanoyl-L-carnitine (C10),0.272979904,no,no,no,CALM2_Decanoyl-L-carnitine (C10),NA,NA,NA,newfound,Normal
Q8K5B2,MCFD2,Multiple coagulation factor deficiency protein 2 homolog OS=Mus musculus OX=10090 GN=Mcfd2 PE=1 SV=1,liver,Decanoyl-L-carnitine (C10),0.0161,yes,no,no,MCFD2_Decanoyl-L-carnitine (C10),NA,NA,NA,newfound,Normal
Q80ZU4,SMIM19,Small integral membrane protein 19 OS=Mus musculus OX=10090 GN=Smim19 PE=1 SV=2,liver,Decanoyl-L-carnitine (C10),-0.0222,no,no,no,SMIM19_Decanoyl-L-carnitine (C10),NA,NA,NA,newfound,Normal
P35492,HAL,Histidine ammonia-lyase OS=Mus musculus OX=10090 GN=Hal PE=1 SV=1,liver,Methylglyoxal,0.02,no,no,yes,HAL_Methylglyoxal,NA,NA,NA,newfound,Normal
Q9JHW2,NIT2,Omega-amidase NIT2 OS=Mus musculus OX=10090 GN=Nit2 PE=1 SV=1,liver,Methylglyoxal,1.65e-4,no,yes,yes,NIT2_Methylglyoxal,NA,NA,NA,newfound,Normal
P49429,HPD,4-hydroxyphenylpyruvate dioxygenase OS=Mus musculus OX=10090 GN=Hpd PE=1 SV=3,liver,Methylglyoxal,0.130867148,no,no,yes,HPD_Methylglyoxal,NA,NA,NA,newfound,Normal
Q8VCM3,ZFYVE21,Zinc finger FYVE domain-containing protein 21 OS=Mus musculus OX=10090 GN=Zfyve21 PE=1 SV=2,liver,Methylglyoxal,0.0768,no,no,no,ZFYVE21_Methylglyoxal,NA,NA,NA,newfound,Normal
Q91VX2,UBAP2,Ubiquitin-associated protein 2 OS=Mus musculus OX=10090 GN=Ubap2 PE=1 SV=1,liver,Methylglyoxal,-0.108306141,no,no,no,UBAP2_Methylglyoxal,NA,NA,NA,newfound,Normal
Q91Z50,FEN1,Flap endonuclease 1 OS=Mus musculus OX=10090 GN=Fen1 PE=1 SV=1,liver,Methylglyoxal,-0.0382,no,no,no,FEN1_Methylglyoxal,NA,NA,NA,newfound,Normal
P35492,HAL,Histidine ammonia-lyase OS=Mus musculus OX=10090 GN=Hal PE=1 SV=1,liver,Succinate semialdehyde,0.013,no,no,yes,HAL_Succinate semialdehyde,NA,NA,NA,newfound,Normal
