Uniprot.accession,Gene.symbol,Description,tissue,Variable,Value,transporter,mito,meta,edge,rhea,reactome,TCDB,edge_type,Outlier
Q8R2Q8,BST2,Bone marrow stromal antigen 2 OS=Mus musculus OX=10090 GN=Bst2 PE=1 SV=1,bat,L-Lysine,-0.0269,yes,no,no,BST2_L-Lysine,NA,NA,NA,newfound,Normal
G5E8K5,ANK3,Ankyrin-3 OS=Mus musculus OX=10090 GN=Ank3 PE=1 SV=1,bat,L-Lysine,0.0101,yes,no,no,ANK3_L-Lysine,NA,NA,NA,newfound,Normal
Q9D711,PIR,Pirin OS=Mus musculus OX=10090 GN=Pir PE=1 SV=1,bat,L-Lysine,-0.12506921,no,no,no,PIR_L-Lysine,NA,NA,NA,newfound,Normal
Q9DCU9,HOGA1,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial OS=Mus musculus OX=10090 GN=Hoga1 PE=1 SV=1",bat,L-Lysine,-0.0346,no,yes,yes,HOGA1_L-Lysine,NA,NA,NA,newfound,Normal
O09131,GSTO1,Glutathione S-transferase omega-1 OS=Mus musculus OX=10090 GN=Gsto1 PE=1 SV=2,bat,L-Lysine,-0.0261,no,no,yes,GSTO1_L-Lysine,NA,NA,NA,newfound,Normal
Q8BHZ0,CYRIA,CYFIP-related Rac1 interactor A OS=Mus musculus OX=10090 GN=Cyria PE=1 SV=1,bat,L-Lysine,-0.00879,no,no,no,CYRIA_L-Lysine,NA,NA,NA,newfound,Normal
P60334,CDO1,Cysteine dioxygenase type 1 OS=Mus musculus OX=10090 GN=Cdo1 PE=1 SV=1,bat,L-Methionine,0.0538,no,no,yes,CDO1_L-Methionine,NA,NA,NA,newfound,Normal
Q9EP97,SENP3,Sentrin-specific protease 3 OS=Mus musculus OX=10090 GN=Senp3 PE=1 SV=1,bat,L-Methionine,0.00117,no,no,no,SENP3_L-Methionine,NA,NA,NA,newfound,Normal
Q00493,CPE,Carboxypeptidase E OS=Mus musculus OX=10090 GN=Cpe PE=1 SV=2,bat,L-Methionine,0.0189,no,no,no,CPE_L-Methionine,NA,NA,NA,newfound,Normal
P70180,NPR3,Atrial natriuretic peptide receptor 3 OS=Mus musculus OX=10090 GN=Npr3 PE=1 SV=3,bat,L-Methionine,-0.0525,no,no,no,NPR3_L-Methionine,NA,NA,NA,newfound,Normal
Q8VCC9,SPON1,Spondin-1 OS=Mus musculus OX=10090 GN=Spon1 PE=1 SV=1,bat,L-Methionine,0.0065,no,no,no,SPON1_L-Methionine,NA,NA,NA,newfound,Normal
Q3TYX3,SMYD5,SET and MYND domain-containing protein 5 OS=Mus musculus OX=10090 GN=Smyd5 PE=1 SV=2,bat,L-Methionine,-0.0241,no,no,no,SMYD5_L-Methionine,NA,NA,NA,newfound,Normal
A3KGU5,SPTAN1,"Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptan1 PE=1 SV=1",bat,L-Methionine,-0.0457,no,no,no,SPTAN1_L-Methionine,NA,NA,NA,newfound,Normal
Q61646,HP,Haptoglobin OS=Mus musculus OX=10090 GN=Hp PE=1 SV=1,bat,L-Methionine,-0.0294,yes,no,no,HP_L-Methionine,NA,NA,NA,newfound,Normal
Q8BJD1,ITIH5,Inter-alpha-trypsin inhibitor heavy chain H5 OS=Mus musculus OX=10090 GN=Itih5 PE=1 SV=1,bat,L-Methionine,-0.139327832,no,no,no,ITIH5_L-Methionine,NA,NA,NA,newfound,Normal
Q91ZW8,CD209D,CD209 antigen-like protein D OS=Mus musculus OX=10090 GN=Cd209d PE=2 SV=1,bat,L-Methionine,0.0196,no,no,no,CD209D_L-Methionine,NA,NA,NA,newfound,Normal
Q5SQY2,BOD1,Biorientation of chromosomes in cell division protein 1 OS=Mus musculus OX=10090 GN=Bod1 PE=3 SV=1,bat,L-Methionine,0.00996,no,no,no,BOD1_L-Methionine,NA,NA,NA,newfound,Normal
I7HPW4,GPRC5C,"G protein-coupled receptor, family C, group 5, member C OS=Mus musculus OX=10090 GN=Gprc5c PE=1 SV=1",bat,L-Methionine,0.0433,yes,no,no,GPRC5C_L-Methionine,NA,NA,NA,newfound,Normal
P30115,GSTA3,Glutathione S-transferase A3 OS=Mus musculus OX=10090 GN=Gsta3 PE=1 SV=2,bat,L-Methionine,-0.0108,no,no,yes,GSTA3_L-Methionine,NA,NA,NA,newfound,Normal
P07759,SERPINA3K,Serine protease inhibitor A3K OS=Mus musculus OX=10090 GN=Serpina3k PE=1 SV=2,bat,L-Methionine,0.0146,no,no,no,SERPINA3K_L-Methionine,NA,NA,NA,newfound,Normal
Q9DCN2,CYB5R3,NADH-cytochrome b5 reductase 3 OS=Mus musculus OX=10090 GN=Cyb5r3 PE=1 SV=3,bat,L-Methionine,-0.125184038,yes,yes,yes,CYB5R3_L-Methionine,NA,NA,NA,newfound,Normal
Q9QXX0,JAG1,Protein jagged-1 OS=Mus musculus OX=10090 GN=Jag1 PE=1 SV=1,bat,L-Methionine,-0.018,no,no,no,JAG1_L-Methionine,NA,NA,NA,newfound,Normal
Q9WTW5,SLC22A3,Solute carrier family 22 member 3 OS=Mus musculus OX=10090 GN=Slc22a3 PE=2 SV=1,bat,L-Methionine,-0.0574,yes,no,no,SLC22A3_L-Methionine,NA,NA,NA,newfound,Normal
Q71FD5,ZNRF2,E3 ubiquitin-protein ligase ZNRF2 OS=Mus musculus OX=10090 GN=Znrf2 PE=1 SV=1,bat,L-Methionine,-0.111049739,no,no,no,ZNRF2_L-Methionine,NA,NA,NA,newfound,Normal
Q9WTZ1,RNF7,RING-box protein 2 OS=Mus musculus OX=10090 GN=Rnf7 PE=3 SV=1,bat,L-Methionine,0.0939,no,no,no,RNF7_L-Methionine,NA,NA,NA,newfound,Normal
Q9QUR7,PIN1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 OS=Mus musculus OX=10090 GN=Pin1 PE=1 SV=1,bat,L-Methionine,-0.0259,no,no,no,PIN1_L-Methionine,NA,NA,NA,newfound,Normal
Q9D5V6,SYAP1,Synapse-associated protein 1 OS=Mus musculus OX=10090 GN=Syap1 PE=1 SV=1,bat,L-Methionine,-0.058,no,no,no,SYAP1_L-Methionine,NA,NA,NA,newfound,Normal
Q4ZJN1,C1QTNF9,Complement C1q and tumor necrosis factor-related protein 9 OS=Mus musculus OX=10090 GN=C1qtnf9 PE=1 SV=1,bat,L-Methionine,-0.0222,yes,no,no,C1QTNF9_L-Methionine,NA,NA,NA,newfound,Normal
O54909,RDH16,Retinol dehydrogenase 16 OS=Mus musculus OX=10090 GN=Rdh16 PE=1 SV=1,bat,L-Methionine,-0.0311,no,no,yes,RDH16_L-Methionine,NA,NA,NA,newfound,Normal
Q3U9N9,SLC16A10,Monocarboxylate transporter 10 OS=Mus musculus OX=10090 GN=Slc16a10 PE=1 SV=1,bat,L-Methionine,-0.0157,yes,no,no,SLC16A10_L-Methionine,NA,NA,NA,newfound,Normal
P45376,AKR1B1,Aldo-keto reductase family 1 member B1 OS=Mus musculus OX=10090 GN=Akr1b1 PE=1 SV=3,bat,L-Methionine,-0.0406,no,no,yes,AKR1B1_L-Methionine,NA,NA,NA,newfound,Normal
Q9D711,PIR,Pirin OS=Mus musculus OX=10090 GN=Pir PE=1 SV=1,bat,L-Methionine,-0.127722644,no,no,no,PIR_L-Methionine,NA,NA,NA,newfound,Normal
Q60590,ORM1,Alpha-1-acid glycoprotein 1 OS=Mus musculus OX=10090 GN=Orm1 PE=1 SV=1,bat,L-Methionine,-0.0516,no,no,no,ORM1_L-Methionine,NA,NA,NA,newfound,Normal
Q9DCU9,HOGA1,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial OS=Mus musculus OX=10090 GN=Hoga1 PE=1 SV=1",bat,L-Methionine,-0.0512,no,yes,yes,HOGA1_L-Methionine,NA,R-MMU-389661,NA,established,Normal
P59325,EIF5,Eukaryotic translation initiation factor 5 OS=Mus musculus OX=10090 GN=Eif5 PE=1 SV=1,bat,L-Methionine,-0.055,no,no,no,EIF5_L-Methionine,NA,NA,NA,newfound,Normal
Q6P9N8,TRAK2,"Trafficking protein, kinesin-binding 2 OS=Mus musculus OX=10090 GN=Trak2 PE=1 SV=1",bat,L-Methionine,-0.0365,no,no,no,TRAK2_L-Methionine,NA,NA,NA,newfound,Normal
P39876,TIMP3,Metalloproteinase inhibitor 3 OS=Mus musculus OX=10090 GN=Timp3 PE=1 SV=1,bat,L-Methionine,-0.0323,no,no,no,TIMP3_L-Methionine,NA,NA,NA,newfound,Normal
Q9CQ73,PKP2,Plakophilin 2 OS=Mus musculus OX=10090 GN=Pkp2 PE=1 SV=1,bat,L-Phenylalanine,-0.0223,no,no,no,PKP2_L-Phenylalanine,NA,NA,NA,newfound,Normal
P26041,MSN,Moesin OS=Mus musculus OX=10090 GN=Msn PE=1 SV=3,bat,L-Phenylalanine,-0.0138,no,no,no,MSN_L-Phenylalanine,NA,NA,NA,newfound,Normal
O08917,FLOT1,Flotillin-1 OS=Mus musculus OX=10090 GN=Flot1 PE=1 SV=1,bat,L-Phenylalanine,-0.0415,yes,no,no,FLOT1_L-Phenylalanine,NA,NA,NA,newfound,Normal
Q8BH64,EHD2,EH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ehd2 PE=1 SV=1,bat,L-Phenylalanine,-0.134865695,no,no,no,EHD2_L-Phenylalanine,NA,NA,NA,newfound,Normal
P07356,ANXA2,Annexin A2 OS=Mus musculus OX=10090 GN=Anxa2 PE=1 SV=2,bat,L-Phenylalanine,-0.166327684,yes,no,no,ANXA2_L-Phenylalanine,NA,NA,NA,newfound,Normal
Q8BJD1,ITIH5,Inter-alpha-trypsin inhibitor heavy chain H5 OS=Mus musculus OX=10090 GN=Itih5 PE=1 SV=1,bat,L-Phenylalanine,-0.0411,no,no,no,ITIH5_L-Phenylalanine,NA,NA,NA,newfound,Normal
Q9CQ73,PKP2,Plakophilin 2 OS=Mus musculus OX=10090 GN=Pkp2 PE=1 SV=1,bat,L-Pipecolic acid,-0.216592715,no,no,no,PKP2_L-Pipecolic acid,NA,NA,NA,newfound,Normal
P70180,NPR3,Atrial natriuretic peptide receptor 3 OS=Mus musculus OX=10090 GN=Npr3 PE=1 SV=3,bat,L-Pipecolic acid,-0.0196,no,no,no,NPR3_L-Pipecolic acid,NA,NA,NA,newfound,Normal
Q3UZ39,LRRFIP1,Leucine-rich repeat flightless-interacting protein 1 OS=Mus musculus OX=10090 GN=Lrrfip1 PE=1 SV=2,bat,L-Pipecolic acid,-0.0847,no,no,no,LRRFIP1_L-Pipecolic acid,NA,NA,NA,newfound,Normal
E9Q3X0,MVP,Major vault protein OS=Mus musculus OX=10090 GN=Mvp PE=1 SV=1,bat,L-Pipecolic acid,-0.425485416,yes,no,no,MVP_L-Pipecolic acid,NA,NA,NA,newfound,Extreme Outlier
P07214,SPARC,SPARC OS=Mus musculus OX=10090 GN=Sparc PE=1 SV=1,bat,L-Pipecolic acid,-0.0116,yes,no,no,SPARC_L-Pipecolic acid,NA,NA,NA,newfound,Normal
P60334,CDO1,Cysteine dioxygenase type 1 OS=Mus musculus OX=10090 GN=Cdo1 PE=1 SV=1,bat,L-Proline,0.0609,no,no,yes,CDO1_L-Proline,NA,NA,NA,newfound,Normal
P70180,NPR3,Atrial natriuretic peptide receptor 3 OS=Mus musculus OX=10090 GN=Npr3 PE=1 SV=3,bat,L-Proline,-0.100259638,no,no,no,NPR3_L-Proline,NA,NA,NA,newfound,Normal
Q9QXX4,SLC25A13,Calcium-binding mitochondrial carrier protein Aralar2 OS=Mus musculus OX=10090 GN=Slc25a13 PE=1 SV=1,bat,L-Proline,-0.00135,yes,yes,no,SLC25A13_L-Proline,NA,NA,NA,newfound,Normal
Q8BH64,EHD2,EH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ehd2 PE=1 SV=1,bat,L-Proline,-0.053900000000000003,no,no,no,EHD2_L-Proline,NA,NA,NA,newfound,Normal
P07356,ANXA2,Annexin A2 OS=Mus musculus OX=10090 GN=Anxa2 PE=1 SV=2,bat,L-Proline,-0.00616,yes,no,no,ANXA2_L-Proline,NA,NA,NA,newfound,Normal
Q8BJD1,ITIH5,Inter-alpha-trypsin inhibitor heavy chain H5 OS=Mus musculus OX=10090 GN=Itih5 PE=1 SV=1,bat,L-Proline,-0.067,no,no,no,ITIH5_L-Proline,NA,NA,NA,newfound,Normal
P11352,GPX1,Glutathione peroxidase 1 OS=Mus musculus OX=10090 GN=Gpx1 PE=1 SV=2,bat,L-Proline,-0.0422,no,yes,yes,GPX1_L-Proline,NA,NA,NA,newfound,Normal
P30115,GSTA3,Glutathione S-transferase A3 OS=Mus musculus OX=10090 GN=Gsta3 PE=1 SV=2,bat,L-Proline,-0.0717,no,no,yes,GSTA3_L-Proline,NA,NA,NA,newfound,Normal
P70290,MPP1,55 kDa erythrocyte membrane protein OS=Mus musculus OX=10090 GN=Mpp1 PE=1 SV=1,bat,L-Proline,-0.103031278,no,no,no,MPP1_L-Proline,NA,NA,NA,newfound,Normal
P70180,NPR3,Atrial natriuretic peptide receptor 3 OS=Mus musculus OX=10090 GN=Npr3 PE=1 SV=3,bat,L-Serine,-0.0932,no,no,no,NPR3_L-Serine,NA,NA,NA,newfound,Normal
P97429,ANXA4,Annexin A4 OS=Mus musculus OX=10090 GN=Anxa4 PE=1 SV=4,bat,L-Serine,-0.059,no,no,no,ANXA4_L-Serine,NA,NA,NA,newfound,Normal
Q80TH2-2,ERBIN,Isoform 2 of Erbin OS=Mus musculus OX=10090 GN=Erbin,bat,L-Serine,-0.02,no,no,no,ERBIN_L-Serine,NA,NA,NA,newfound,Normal
Q8R127,SCCPDH,Saccharopine dehydrogenase-like oxidoreductase OS=Mus musculus OX=10090 GN=Sccpdh PE=1 SV=1,bat,L-Serine,0.0388,no,no,yes,SCCPDH_L-Serine,NA,NA,NA,newfound,Normal
Q9QXX4,SLC25A13,Calcium-binding mitochondrial carrier protein Aralar2 OS=Mus musculus OX=10090 GN=Slc25a13 PE=1 SV=1,bat,L-Serine,-0.0983,yes,yes,no,SLC25A13_L-Serine,NA,NA,NA,newfound,Normal
Q8BH64,EHD2,EH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ehd2 PE=1 SV=1,bat,L-Serine,-0.0684,no,no,no,EHD2_L-Serine,NA,NA,NA,newfound,Normal
P19182,IFRD1,Interferon-related developmental regulator 1 OS=Mus musculus OX=10090 GN=Ifrd1 PE=1 SV=2,bat,L-Serine,-0.0272,no,no,no,IFRD1_L-Serine,NA,NA,NA,newfound,Normal
Q61646,HP,Haptoglobin OS=Mus musculus OX=10090 GN=Hp PE=1 SV=1,bat,L-Serine,-0.0303,yes,no,no,HP_L-Serine,NA,NA,NA,newfound,Normal
Q8BJD1,ITIH5,Inter-alpha-trypsin inhibitor heavy chain H5 OS=Mus musculus OX=10090 GN=Itih5 PE=1 SV=1,bat,L-Serine,-0.0749,no,no,no,ITIH5_L-Serine,NA,NA,NA,newfound,Normal
P29533,VCAM1,Vascular cell adhesion protein 1 OS=Mus musculus OX=10090 GN=Vcam1 PE=1 SV=1,bat,L-Serine,-0.0103,no,no,no,VCAM1_L-Serine,NA,NA,NA,newfound,Normal
Q8K1L5,PPP1R11,E3 ubiquitin-protein ligase PPP1R11 OS=Mus musculus OX=10090 GN=Ppp1r11 PE=1 SV=1,bat,L-Serine,-0.042,no,no,no,PPP1R11_L-Serine,NA,NA,NA,newfound,Normal
Q9R123,NAA80,N-alpha-acetyltransferase 80 OS=Mus musculus OX=10090 GN=Naa80 PE=2 SV=1,bat,L-Serine,-0.0612,no,no,no,NAA80_L-Serine,NA,NA,NA,newfound,Normal
I7HPW4,GPRC5C,"G protein-coupled receptor, family C, group 5, member C OS=Mus musculus OX=10090 GN=Gprc5c PE=1 SV=1",bat,L-Serine,0.0327,yes,no,no,GPRC5C_L-Serine,NA,NA,NA,newfound,Normal
Q9QUR6,PREP,Prolyl endopeptidase OS=Mus musculus OX=10090 GN=Prep PE=1 SV=1,bat,L-Serine,-0.068,no,no,no,PREP_L-Serine,NA,NA,NA,newfound,Normal
F8WGT1,AHCYL2,Putative adenosylhomocysteinase 3 OS=Mus musculus OX=10090 GN=Ahcyl2 PE=1 SV=1,bat,L-Serine,-2.62e-4,no,no,yes,AHCYL2_L-Serine,NA,NA,NA,newfound,Normal
Q9JHK5,PLEK,Pleckstrin OS=Mus musculus OX=10090 GN=Plek PE=1 SV=1,bat,L-Serine,-0.0101,no,no,no,PLEK_L-Serine,NA,NA,NA,newfound,Normal
Q3UHX2,PDAP1,28 kDa heat- and acid-stable phosphoprotein OS=Mus musculus OX=10090 GN=Pdap1 PE=1 SV=1,bat,L-Serine,-0.0861,no,no,no,PDAP1_L-Serine,NA,NA,NA,newfound,Normal
O35601,FYB1,FYN-binding protein 1 OS=Mus musculus OX=10090 GN=Fyb1 PE=1 SV=2,bat,L-Serine,-0.0269,no,no,no,FYB1_L-Serine,NA,NA,NA,newfound,Normal
Q8R527,RHOQ,Rho-related GTP-binding protein RhoQ OS=Mus musculus OX=10090 GN=Rhoq PE=1 SV=2,bat,L-Serine,-0.0861,no,no,no,RHOQ_L-Serine,NA,NA,NA,newfound,Normal
Q61072,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9 OS=Mus musculus OX=10090 GN=Adam9 PE=1 SV=2,bat,L-Serine,-0.0255,no,no,no,ADAM9_L-Serine,NA,NA,NA,newfound,Normal
Q9JM14,NT5C,"5'(3')-deoxyribonucleotidase, cytosolic type OS=Mus musculus OX=10090 GN=Nt5c PE=1 SV=1",bat,L-Serine,-0.0708,no,no,yes,NT5C_L-Serine,NA,NA,NA,newfound,Normal
P56212,ARPP19,cAMP-regulated phosphoprotein 19 OS=Mus musculus OX=10090 GN=Arpp19 PE=1 SV=2,bat,L-Serine,-0.0284,no,no,no,ARPP19_L-Serine,NA,NA,NA,newfound,Normal
Q9D711,PIR,Pirin OS=Mus musculus OX=10090 GN=Pir PE=1 SV=1,bat,L-Serine,-0.0905,no,no,no,PIR_L-Serine,NA,NA,NA,newfound,Normal
Q60590,ORM1,Alpha-1-acid glycoprotein 1 OS=Mus musculus OX=10090 GN=Orm1 PE=1 SV=1,bat,L-Serine,-0.0168,no,no,no,ORM1_L-Serine,NA,NA,NA,newfound,Normal
Q05921,RNASEL,2-5A-dependent ribonuclease OS=Mus musculus OX=10090 GN=Rnasel PE=1 SV=2,bat,L-Serine,-0.00847,no,no,no,RNASEL_L-Serine,NA,NA,NA,newfound,Normal
Q9D3P8,PLGRKT,Plasminogen receptor (KT) OS=Mus musculus OX=10090 GN=Plgrkt PE=1 SV=1,bat,L-Serine,-0.0809,no,yes,no,PLGRKT_L-Serine,NA,NA,NA,newfound,Normal
Q9Z2L7,CRLF3,Cytokine receptor-like factor 3 OS=Mus musculus OX=10090 GN=Crlf3 PE=1 SV=1,bat,L-Serine,-0.0634,no,no,no,CRLF3_L-Serine,NA,NA,NA,newfound,Normal
Q6P9N8,TRAK2,"Trafficking protein, kinesin-binding 2 OS=Mus musculus OX=10090 GN=Trak2 PE=1 SV=1",bat,L-Serine,-0.0354,no,no,no,TRAK2_L-Serine,NA,NA,NA,newfound,Normal
Q8K2I1,FNTB,Protein farnesyltransferase subunit beta OS=Mus musculus OX=10090 GN=Fntb PE=1 SV=1,bat,L-Serine,-2.35e-4,no,no,no,FNTB_L-Serine,NA,NA,NA,newfound,Normal
Q8BHZ0,CYRIA,CYFIP-related Rac1 interactor A OS=Mus musculus OX=10090 GN=Cyria PE=1 SV=1,bat,L-Serine,-0.109365815,no,no,no,CYRIA_L-Serine,NA,NA,NA,newfound,Normal
Q8BWR8,RHPN2,Rhophilin-2 OS=Mus musculus OX=10090 GN=Rhpn2 PE=1 SV=2,bat,L-Threonine,0.07,no,no,no,RHPN2_L-Threonine,NA,NA,NA,newfound,Normal
S4R270,BIN2,Bridging integrator 2 OS=Mus musculus OX=10090 GN=Bin2 PE=1 SV=1,bat,L-Threonine,-0.0285,no,no,no,BIN2_L-Threonine,NA,NA,NA,newfound,Normal
P70180,NPR3,Atrial natriuretic peptide receptor 3 OS=Mus musculus OX=10090 GN=Npr3 PE=1 SV=3,bat,L-Threonine,-0.0198,no,no,no,NPR3_L-Threonine,NA,NA,NA,newfound,Normal
Q3UZ39,LRRFIP1,Leucine-rich repeat flightless-interacting protein 1 OS=Mus musculus OX=10090 GN=Lrrfip1 PE=1 SV=2,bat,L-Threonine,-0.104766706,no,no,no,LRRFIP1_L-Threonine,NA,NA,NA,newfound,Normal
Q80TH2-2,ERBIN,Isoform 2 of Erbin OS=Mus musculus OX=10090 GN=Erbin,bat,L-Threonine,-0.0314,no,no,no,ERBIN_L-Threonine,NA,NA,NA,newfound,Normal
Q9Z0Z4,HEPH,Hephaestin OS=Mus musculus OX=10090 GN=Heph PE=1 SV=3,bat,L-Threonine,-0.0469,yes,no,no,HEPH_L-Threonine,NA,NA,NA,newfound,Normal
Q61646,HP,Haptoglobin OS=Mus musculus OX=10090 GN=Hp PE=1 SV=1,bat,L-Threonine,-0.0154,yes,no,no,HP_L-Threonine,NA,NA,NA,newfound,Normal
P28656,NAP1L1,Nucleosome assembly protein 1-like 1 OS=Mus musculus OX=10090 GN=Nap1l1 PE=1 SV=2,bat,L-Threonine,-0.0177,no,no,no,NAP1L1_L-Threonine,NA,NA,NA,newfound,Normal
O35601,FYB1,FYN-binding protein 1 OS=Mus musculus OX=10090 GN=Fyb1 PE=1 SV=2,bat,L-Threonine,-0.0111,no,no,no,FYB1_L-Threonine,NA,NA,NA,newfound,Normal
P06683,C9,Complement component C9 OS=Mus musculus OX=10090 GN=C9 PE=1 SV=2,bat,L-Threonine,-0.0399,no,no,no,C9_L-Threonine,NA,NA,NA,newfound,Normal
Q9ER72,CARS1,"Cysteine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Cars1 PE=1 SV=2",bat,L-Threonine,-0.0452,no,no,no,CARS1_L-Threonine,NA,NA,NA,newfound,Normal
P70387,HFE,Hereditary hemochromatosis protein homolog OS=Mus musculus OX=10090 GN=Hfe PE=1 SV=2,bat,L-Threonine,-4.73e-4,no,no,no,HFE_L-Threonine,NA,NA,NA,newfound,Normal
P16110,LGALS3,Galectin-3 OS=Mus musculus OX=10090 GN=Lgals3 PE=1 SV=3,bat,L-Threonine,-0.0492,no,no,no,LGALS3_L-Threonine,NA,NA,NA,newfound,Normal
Q9D711,PIR,Pirin OS=Mus musculus OX=10090 GN=Pir PE=1 SV=1,bat,L-Threonine,-0.071,no,no,no,PIR_L-Threonine,NA,NA,NA,newfound,Normal
Q9DBW0,CYP4V2,Cytochrome P450 4V2 OS=Mus musculus OX=10090 GN=Cyp4v2 PE=1 SV=1,bat,L-Threonine,-0.0754,no,no,no,CYP4V2_L-Threonine,NA,NA,NA,newfound,Normal
Q9D3P8,PLGRKT,Plasminogen receptor (KT) OS=Mus musculus OX=10090 GN=Plgrkt PE=1 SV=1,bat,L-Threonine,-0.0306,no,yes,no,PLGRKT_L-Threonine,NA,NA,NA,newfound,Normal
Q9DCU9,HOGA1,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial OS=Mus musculus OX=10090 GN=Hoga1 PE=1 SV=1",bat,L-Threonine,-0.0207,no,yes,yes,HOGA1_L-Threonine,NA,NA,NA,newfound,Normal
Q8BKC5,IPO5,Importin-5 OS=Mus musculus OX=10090 GN=Ipo5 PE=1 SV=3,bat,L-Tryptophan,-0.108752755,yes,no,no,IPO5_L-Tryptophan,NA,NA,NA,newfound,Normal
Q9CQ73,PKP2,Plakophilin 2 OS=Mus musculus OX=10090 GN=Pkp2 PE=1 SV=1,bat,L-Tryptophan,-0.0214,no,no,no,PKP2_L-Tryptophan,NA,NA,NA,newfound,Normal
P70180,NPR3,Atrial natriuretic peptide receptor 3 OS=Mus musculus OX=10090 GN=Npr3 PE=1 SV=3,bat,L-Tryptophan,-0.0536,no,no,no,NPR3_L-Tryptophan,NA,NA,NA,newfound,Normal
E9Q616,AHNAK,AHNAK nucleoprotein (desmoyokin) OS=Mus musculus OX=10090 GN=Ahnak PE=1 SV=1,bat,L-Tryptophan,-0.13584687,no,no,no,AHNAK_L-Tryptophan,NA,NA,NA,newfound,Normal
P07356,ANXA2,Annexin A2 OS=Mus musculus OX=10090 GN=Anxa2 PE=1 SV=2,bat,L-Tryptophan,-0.0759,yes,no,no,ANXA2_L-Tryptophan,NA,NA,NA,newfound,Normal
E9Q3X0,MVP,Major vault protein OS=Mus musculus OX=10090 GN=Mvp PE=1 SV=1,bat,L-Tryptophan,-0.00746,yes,no,no,MVP_L-Tryptophan,NA,NA,NA,newfound,Normal
Q9DCN2,CYB5R3,NADH-cytochrome b5 reductase 3 OS=Mus musculus OX=10090 GN=Cyb5r3 PE=1 SV=3,bat,L-Tryptophan,-0.0348,yes,yes,yes,CYB5R3_L-Tryptophan,NA,NA,NA,newfound,Normal
Q71FD5,ZNRF2,E3 ubiquitin-protein ligase ZNRF2 OS=Mus musculus OX=10090 GN=Znrf2 PE=1 SV=1,bat,L-Tryptophan,-0.0221,no,no,no,ZNRF2_L-Tryptophan,NA,NA,NA,newfound,Normal
O08917,FLOT1,Flotillin-1 OS=Mus musculus OX=10090 GN=Flot1 PE=1 SV=1,bat,L-Tyrosine,-0.00321,yes,no,no,FLOT1_L-Tyrosine,NA,NA,NA,newfound,Normal
P70207,PLXNA2,Plexin-A2 OS=Mus musculus OX=10090 GN=Plxna2 PE=1 SV=2,bat,L-Tyrosine,-0.111495331,no,no,no,PLXNA2_L-Tyrosine,NA,NA,NA,newfound,Normal
Q8BH64,EHD2,EH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ehd2 PE=1 SV=1,bat,L-Tyrosine,-0.0125,no,no,no,EHD2_L-Tyrosine,NA,NA,NA,newfound,Normal
A3KGU5,SPTAN1,"Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptan1 PE=1 SV=1",bat,L-Tyrosine,-0.282846365,no,no,no,SPTAN1_L-Tyrosine,NA,NA,NA,newfound,Normal
P07356,ANXA2,Annexin A2 OS=Mus musculus OX=10090 GN=Anxa2 PE=1 SV=2,bat,L-Tyrosine,-0.15991028,yes,no,no,ANXA2_L-Tyrosine,NA,NA,NA,newfound,Normal
P30115,GSTA3,Glutathione S-transferase A3 OS=Mus musculus OX=10090 GN=Gsta3 PE=1 SV=2,bat,L-Tyrosine,-0.023,no,no,yes,GSTA3_L-Tyrosine,NA,NA,NA,newfound,Normal
Q9DCN2,CYB5R3,NADH-cytochrome b5 reductase 3 OS=Mus musculus OX=10090 GN=Cyb5r3 PE=1 SV=3,bat,L-Tyrosine,-0.0933,yes,yes,yes,CYB5R3_L-Tyrosine,NA,NA,NA,newfound,Normal
Q9D5V6,SYAP1,Synapse-associated protein 1 OS=Mus musculus OX=10090 GN=Syap1 PE=1 SV=1,bat,L-Tyrosine,-0.0184,no,no,no,SYAP1_L-Tyrosine,NA,NA,NA,newfound,Normal
Q60590,ORM1,Alpha-1-acid glycoprotein 1 OS=Mus musculus OX=10090 GN=Orm1 PE=1 SV=1,bat,L-Tyrosine,-0.00192,no,no,no,ORM1_L-Tyrosine,NA,NA,NA,newfound,Normal
P60334,CDO1,Cysteine dioxygenase type 1 OS=Mus musculus OX=10090 GN=Cdo1 PE=1 SV=1,bat,L-Valine,0.0791,no,no,yes,CDO1_L-Valine,NA,NA,NA,newfound,Normal
Q9EP97,SENP3,Sentrin-specific protease 3 OS=Mus musculus OX=10090 GN=Senp3 PE=1 SV=1,bat,L-Valine,0.00968,no,no,no,SENP3_L-Valine,NA,NA,NA,newfound,Normal
